what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598251938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598252188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598252698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598252965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598268020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598268574
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598272174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1408598279183
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1408598280332
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1408598284291
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1408598287042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598315166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598357006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598357273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598360294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598360523
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598378789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598379419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598388447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598388871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598389411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598389814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598390613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598391862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598392639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598397771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598400526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598408414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598408952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598409560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598410425
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1408598410590
