what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609133242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609152184
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609152605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609153183
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1411609156459
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609156646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609158487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609163407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609164343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609165482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609166589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609188408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609190342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609191699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411610618933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411624019680
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1411624076597
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1411624078411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411624085868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411624098421
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411624100309
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1411624109325
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1411624109591
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1411624109747
started,bundle,org.eclipse.wb.core.lib,1.6.1.r43x201309092314,"org.eclipse.wb.core.lib",1411624110495
started,bundle,org.eclipse.wb.core,1.6.1.r43x201309092314,"org.eclipse.wb.core",1411624110698
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411624114380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1411624114848
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411624118966
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411624119185
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411624121743
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411624126719
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411624134176
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411624241224
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411624247510
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1411624248992
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411624250256
