what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400832992609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400832992873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400832995647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400832996105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833035159
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833036611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833038154
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1400833040853
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1400833041135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833041485
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833045680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833049448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833050209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833052592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833053839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833055173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833055907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833057233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833058568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833060581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833061447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1400833066682
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1400833069009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833070973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833071274
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1400833072623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1400833073163
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1400833076969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833077854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833078065
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1400833083147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1400833085209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1400833086228
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1400833089306
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1400833093521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833096933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833120063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833120258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400833124914
